osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,tunnel,bridge,access
"[352392847, 1314138256, 1314138258, 1314138259, 1314273179]","['3', '4']",Boulevard Robert-Bourassa,secondary,40,True,False,222.01299999999998,"LINESTRING (-73.5615389 45.4980297, -73.5615024 45.4980054, -73.561458 45.4979771, -73.5614045 45.4979457, -73.5613455 45.4979151, -73.5612655 45.4978767, -73.5611349 45.4978132, -73.5610534 45.4977735, -73.5608581 45.4976792, -73.5606631 45.4975872, -73.5605751 45.4975455, -73.5604908 45.4975065, -73.5603321 45.4974339, -73.5601674 45.4973599, -73.5600224 45.4972943, -73.5598964 45.4972399, -73.5597659 45.497184, -73.5596376 45.4971289, -73.5592838 45.4969806, -73.5592588 45.4969703, -73.5591535 45.496948)",,,,
467514126,4,Rue Notre-Dame Ouest,secondary,40,False,False,62.153,"LINESTRING (-73.5615389 45.4980297, -73.5615033 45.4981147, -73.561459 45.4981983, -73.5614001 45.498308, -73.5613356 45.4984324, -73.5613099 45.4984815, -73.5612603 45.4985528)",,,,
385754231,4,Boulevard Robert-Bourassa,secondary,40,True,False,118.20400000000001,"LINESTRING (-73.5612603 45.4985528, -73.5613441 45.4985865, -73.5615835 45.4986817, -73.5617008 45.4987288, -73.5617834 45.4987627, -73.5618671 45.4987979, -73.5619291 45.4988251, -73.5620569 45.498882, -73.5620944 45.4988996, -73.5621318 45.4989171, -73.5622177 45.4989587, -73.5623122 45.4990082, -73.5624239 45.4990685, -73.5625314 45.4991294)",,,,
467514126,4,Rue Notre-Dame Ouest,secondary,40,False,True,62.153,"LINESTRING (-73.5612603 45.4985528, -73.5613099 45.4984815, -73.5613356 45.4984324, -73.5614001 45.498308, -73.561459 45.4981983, -73.5615033 45.4981147, -73.5615389 45.4980297)",,,,
"[104476238, 19895498, 1314138260, 19900942]",1,,trunk_link,"['50', '70']",True,False,595.331,"LINESTRING (-73.5596848 45.4978039, -73.5597768 45.4977639, -73.5598055 45.4977575, -73.559828 45.497755, -73.5598468 45.497754, -73.5598714 45.4977549, -73.559893 45.4977568, -73.5599156 45.4977605, -73.5599367 45.4977652, -73.5599586 45.4977708, -73.5599805 45.4977775, -73.5600025 45.4977848, -73.560032 45.4977958, -73.5600573 45.4978064, -73.560085 45.4978196, -73.5601145 45.4978339, -73.5601403 45.4978471, -73.5605203 45.498048, -73.5611962 45.4984009, -73.5620895 45.4989313, -73.5623009 45.4990605, -73.5624398 45.4991547, -73.5625867 45.4992627, -73.5626997 45.4993475, -73.5628213 45.4994529, -73.562909 45.4995436, -73.5629701 45.4996326, -73.5630388 45.4997524, -73.5630996 45.4998928, -73.5631315 45.4999801, -73.5631589 45.5000802, -73.5631844 45.5001848, -73.5631989 45.5002695, -73.5632037 45.500364, -73.5631961 45.5004618, -73.5631827 45.5005648, -73.5631661 45.5006634, -73.5630827 45.5009889, -73.5630354 45.501172, -73.5630288 45.5011941, -73.5629901 45.5013138, -73.5629274 45.5014891, -73.5627543 45.5018856)",,yes,,
"[1314273155, 1161148076, 1314273173, 428978766]",4,Boulevard Robert-Bourassa,secondary,40,True,False,148.447,"LINESTRING (-73.5596848 45.4978039, -73.5598178 45.4978692, -73.5602295 45.4980756, -73.560568 45.498245, -73.5607172 45.4983162, -73.5608107 45.4983598, -73.5609104 45.4984056, -73.5611436 45.4985066, -73.5611782 45.4985204, -73.5612603 45.4985528)",,,,
666181869,3,Rue Jean-D'Estrées,secondary,30,True,False,9.461,"LINESTRING (-73.5676528 45.4961539, -73.5677481 45.4962066)",,,,
"[1317462047, 1317462046, 113861079]",2,Rue Saint-Antoine Ouest,secondary,50,True,False,105.921,"LINESTRING (-73.5676528 45.4961539, -73.5672008 45.4965121, -73.5670068 45.4966688, -73.5669139 45.4967439, -73.5668785 45.4967729, -73.5668657 45.4967925, -73.5668411 45.4968318, -73.566804 45.4968912)",,,,
263213891,2,Rue Peel,secondary,30,False,True,233.21299999999997,"LINESTRING (-73.5819531 45.5045425, -73.5818895 45.5045149, -73.5818613 45.5045027, -73.5810549 45.5041069, -73.5809981 45.5040792, -73.5802881 45.5037325, -73.5797309 45.5034557, -73.5796198 45.5034052, -73.5795678 45.5033816, -73.5794938 45.503348)",,,,
"[465420825, 107583315, 165322228, 562481862]",2,Avenue du Parc,secondary,40,True,False,118.33000000000003,"LINESTRING (-73.5769203 45.5110157, -73.5770333 45.5111231, -73.57706 45.511138, -73.5771571 45.5111898, -73.5772434 45.5112383, -73.5772741 45.5112555, -73.5776692 45.5114993, -73.5779483 45.5116309, -73.5779804 45.5116461, -73.5780122 45.5116618, -73.5780377 45.5116745, -73.5780791 45.5116945)",,,,
"[465420824, 562481866, 4886366, 465420823]",5,Avenue du Parc,secondary,40,False,False,529.708,"LINESTRING (-73.5769203 45.5110157, -73.5767704 45.5109331, -73.5765471 45.5108289, -73.5761898 45.5106611, -73.5758453 45.510494, -73.5757769 45.5104608, -73.5757438 45.5104447, -73.5756974 45.5104247, -73.5756209 45.5103893, -73.5755836 45.5103723, -73.5737597 45.5095279, -73.5737333 45.5095172, -73.5736721 45.509492, -73.5736161 45.5094689, -73.5735887 45.5094569, -73.5729982 45.5091804, -73.5721216 45.5087689, -73.5718344 45.508636, -73.5715958 45.5085255, -73.5713928 45.5084214, -73.5712782 45.5083605)",,,,
"[39368250, 1156773131, 274693149, 1148019183]",2,Boulevard Saint-Laurent,secondary,40,False,"[False, True]",130.426,"LINESTRING (-73.5572769 45.5068767, -73.5573757 45.5069214, -73.5579161 45.5071659, -73.5579435 45.5071782, -73.558532 45.5074445, -73.5585791 45.5074658, -73.5586094 45.5074795, -73.5586831 45.5075128)",,,yes,
"[19652361, 19652259]",4,Autoroute Ville-Marie,trunk,70,True,False,576.917,"LINESTRING (-73.559138 45.5064119, -73.5592135 45.5063217, -73.5629606 45.5019688)",136,yes,,
19894605,3,Avenue Viger Ouest,secondary,50,True,False,147.547,"LINESTRING (-73.5586831 45.5075128, -73.5587437 45.5074521, -73.5588786 45.507312, -73.5590179 45.5071674, -73.5590587 45.5071228, -73.559092 45.5070863, -73.5596553 45.5065299, -73.5596762 45.5065072, -73.55976 45.5064216)",,,,
"[458264621, 164974773]",2,Boulevard Saint-Laurent,secondary,40,True,False,261.44499999999994,"LINESTRING (-73.5586831 45.5075128, -73.5587577 45.5075456, -73.5588004 45.5075639, -73.5591189 45.5077096, -73.55925 45.5077702, -73.5593578 45.5078201, -73.5599057 45.5080678, -73.5599339 45.5080819, -73.5599824 45.5081053, -73.5600251 45.5081242, -73.5608239 45.5084824, -73.5611784 45.5086437, -73.5613751 45.5087375, -73.5614085 45.5087538, -73.5614965 45.5087935)",,,,
"[39368250, 1156773131, 274693149, 1148019183]",2,Boulevard Saint-Laurent,secondary,40,False,"[False, True]",130.426,"LINESTRING (-73.5586831 45.5075128, -73.5586094 45.5074795, -73.5585791 45.5074658, -73.558532 45.5074445, -73.5579435 45.5071782, -73.5579161 45.5071659, -73.5573757 45.5069214, -73.5572769 45.5068767)",,,yes,
"[479129089, 479129085, 977073827, 976830729, 977073803, 312955853, 312955854, 976830712, 60116378, 976724284, 1102640477]","['2', '3', '4']",Avenue Viger Ouest,secondary,50,True,False,762.74,"LINESTRING (-73.55976 45.5064216, -73.5597958 45.506385, -73.5598196 45.5063607, -73.5598733 45.5063034, -73.5603122 45.5058344, -73.5603497 45.5057932, -73.5603768 45.5057633, -73.5603963 45.5057424, -73.560419 45.5057139, -73.5607002 45.5053879, -73.5608435 45.5052205, -73.5608781 45.5051813, -73.5609149 45.5051342, -73.5609624 45.505069, -73.5610165 45.5049916, -73.5610458 45.5049445, -73.5610573 45.5049233, -73.5610875 45.504862, -73.5611112 45.5048064, -73.561215 45.5046037, -73.5613375 45.5043782, -73.5613622 45.5043441, -73.5613855 45.5043098, -73.5614542 45.5042142, -73.5615333 45.5041078, -73.5616685 45.5039276, -73.5616835 45.5039051, -73.5617322 45.503838, -73.5617769 45.5037753, -73.5619821 45.5034766, -73.5622017 45.5031938, -73.5624392 45.5028865, -73.5624582 45.5028618, -73.5624836 45.5028268, -73.5625095 45.5027841, -73.5628428 45.502342, -73.5628629 45.5023153, -73.562908 45.5022592, -73.563065 45.5020529, -73.5630934 45.5020157, -73.5631472 45.5019418, -73.5631994 45.5018742, -73.5636085 45.5013321, -73.5636366 45.5012948, -73.5640758 45.5007128, -73.5643024 45.5004883, -73.5643265 45.5004644, -73.564393 45.5003956)",,building_passage,,
"[4886376, 967543233, 453989306, 453989307]",2,Avenue des Pins Ouest,secondary,40,True,False,267.22800000000007,"LINESTRING (-73.5787989 45.5109162, -73.5787694 45.5108213, -73.5787421 45.5106976, -73.5787232 45.510552, -73.5787387 45.5104439, -73.5787655 45.5103447, -73.5787733 45.5103082, -73.5788625 45.5101252, -73.5790471 45.5098859, -73.5794851 45.5094425, -73.5795133 45.5094125, -73.5795311 45.5093885, -73.5795636 45.5093392, -73.5795941 45.5092825, -73.5797115 45.5090778, -73.5798681 45.5087997, -73.5798583 45.5087139)",,,,
"[455083993, 455083994, 165217827]","['3', '1']",Rue Guy,secondary,40,False,True,519.4720000000001,"LINESTRING (-73.5759731 45.4942275, -73.576648 45.49452, -73.5769461 45.4946485, -73.5777125 45.494985, -73.5777475 45.494999, -73.5778437 45.4950394, -73.5778661 45.4950488, -73.5779394 45.4950797, -73.5779759 45.4950958, -73.5783588 45.4952677, -73.5791876 45.4956227, -73.5792186 45.495636, -73.5792533 45.4956514, -73.5793265 45.4956849, -73.579407 45.4957219, -73.5794367 45.4957339, -73.5796328 45.4958205, -73.5799623 45.495957, -73.5801779 45.4960394, -73.5802487 45.4960629, -73.5802877 45.4960759, -73.580371 45.4961042, -73.5805223 45.4961555, -73.5807551 45.4962316, -73.5811659 45.4963672, -73.5815911 45.4965073, -73.5816238 45.49652, -73.5817446 45.4965496)",,,,
